text,created_at,user,user utc offset,language,lat,id,user time zone,lng,user location
Brace yourselves! There;s a super typhoon coming. Keep safe y'all!!,1383720540.0,JustinDoIt20,Staples Center,en,,'398099705906749440',Beijing,,28800
"@EnchantedKM15 hope so. oh i'm not sure but it was said we shouldn't be confident just yet, we might get affected with the typhoon too orz.",1383720540.0,naojotreup,"Pagadian City, Philippines",en,,'398099705718001664',Alaska,,-32400
"If I disappear from the internet, then it means http://t.co/XHUFGFi6JC Being on a typhoon highway is exciting &amp; scary. #Yolanda #Philippines",1383720543.0,zoldycks,Philippines,en,,'398099718158315520',Singapore,,28800
Lets all pray for everyones' safety for this coming super typhoon #YolandaPH,1383720544.0,IAMJEP,PHILIPPINES,en,,'398099721568272384',Pacific Time (US & Canada),,-28800
We are on #YolandaPH Watch. http://t.co/vrwHPPCmAH,1383720546.0,boholrepublic,"Bohol, Philippines",en,,'398099731098107904',Hong Kong,,28800
We are on #YolandaPH Watch. http://t.co/M0AK1aGnya,1383720547.0,lizamacalandag,"Bohol, Philippines",en,,'398099731727257600',Taipei,,28800
"scattered rain showers and thunderstorms in eastern Metro Manila, brought to you by typhoon Yolanda :))",1383720554.0,jasondadodes,,en,,'398099762701815808',Hong Kong,,28800
Super typhoon will make landfall anytime. Stay safe everyone!!,1383720560.0,MoiPaloyChorizo,Under the sea,en,,'398099786131189761',Tokyo,,32400
There will be a typhoon in Philippines.,1383720562.0,RealShinz,Philippines,en,,'398099795924889600',Seoul,,32400
honestly getting scared of #Haiyan. holy fuck.,1383720562.0,FLInterlude,,en,,'398099797149626368',,,
Panic buying. Big words #Yolanda,1383720563.0,NataSHABUPA,Minglanilla Cebu Philippines,en,,'398099799829790722',Alaska,,-32400
"Hey ""Super Typhoon"" Iam waiting for you! Come to porky. Hahahahahahaha! #SabognaakoXD",1383720563.0,porkymix,Earth,en,,'398099802052784129',,,
"such a sassy nam for a typhoon  YOLANDA, WHERE MAH BITCH AT??",1383720565.0,iNutellaBitch,land of the rising sun ,en,,'398099807853494272',Alaska,,-32400
@fatetassim is there a female typhoon??,1383720569.0,aphineas,Brunei,en,,'398099824064462850',Singapore,,28800
Creepy about the Super Typhoon. Pray to God!,1383720570.0,imshaynieshayne,Ireland UK ,en,,'398099828262989824',Alaska,,-32400
Maybe a little rest will do. No more nega thoughts. Shoo shoo away typhoon. GOD I believe in YOU. I love You Lord. #alwaysthankful,1383720572.0,doBieBeBe,Philippines,en,,'398099836957782016',Beijing,,28800
"Typhoon Yolanda not yet inside PAR, Red Alert status in Eastern Visayas already. Had I not minded the news, I wouldn't be able to know.",1383720572.0,jpescabilla,Rpublique des Philippines,en,,'398099840539688960',Taipei,,28800
Me no sleep. Me waits for the super typhoon and greet her with the most dramatic raising of the middle finger eveeeer. -_-,1383720572.0,so_randomLOL,Outer Space,en,,'398099840304824320',Beijing,,28800
@AndreAllan must be bec of the coming super typhoon. People are stocking up on food &amp; other necessities,1383720576.0,cookiebart,,en,,'398099853714014208',Singapore,,28800
"We will be still, know you are God... Still - Hillsong &amp; Michael W. Smith - Legendado #yolandaph #PRAY http://t.co/MKt7Voxo3a",1383720577.0,MrEricomambo,"Davao City, Philippines",en,,'398099858424205312',Beijing,,28800
@ANCALERTS: PAGASA: Some areas may experience signal # 4 http://t.co/1m2cyZXb41 #YolandaPH  take care everyone! http://t.co/LbmpdrGn1M,1383720579.0,JURISfernandez,Philippines (taga-Davao),en,,'398099866821214208',Singapore,,28800
Yolanda is coming. lord please keep my family safe. #pray,1383720582.0,NizaBabaran,Auckland New Zealand,en,,'398099880201035776',Alaska,,-32400
"RT @SirMayIGoOut: Dear God, protect us from the super typhoon. Let no harm come upon us and the people we love.   Pray for our country. RT",1383720585.0,AlanObillo,"Muntinlupa City, Philippines",en,,'398099892460978176',Taipei,,28800
super typhoon coming in!,1383720591.0,roljans1,,en,,'398099916364341248',,,
Dentist tom and will srsly start reading tfios. Stupid Yolanda being a btch and decided to flood every fcking city.,1383720593.0,JillSnso,Ph,en,,'398099926355177472',Beijing,,28800
WOAH. I think Yolanda hates us. :(( http://t.co/SuwG50jalv,1383720593.0,OurCheetahHeart,,en,,'398099924622925824',Alaska,,-32400
fail. fail. fail. where would super typhoon hit? &gt;_&lt; why are ppl panicking while ppl here at home are so relax....,1383720595.0,EnchantedKM15,IN YOUR BRAIN,en,,'398099936807358464',Hong Kong,,28800
Quite worried. #YolandaPH,1383720595.0,bimpolicarpio,,en,,'398099936656375808',Hong Kong,,28800
Is the typhoon tomorrow that bad??,1383720597.0,katiamaexx,Cinque Terre,en,,'398099944008974336',Pacific Time (US & Canada),,-28800
So super typhoon. Mostly visayas. Manila could be hit my damaging winds and torrential rains. What. The. Frick.,1383720597.0,MikaaaXXI,"Wonderland, baby ",en,,'398099943727984640',Hong Kong,,28800
Let's pray solemnly to God to spare our beloved land from Typhoon Yolanda.,1383720600.0,mysterioucheLLe,Philippines,en,,'398099955052576768',,,
Whenever I got my iPad it is when the typhoon comes ugh poor signal,1383720604.0,weyheycarina,Philippines,en,,'398099973524320257',New Caledonia,,39600
@ANCALERTS: PAGASA: Some areas may experience signal # 4 http://t.co/1m2cyZXb41 #YolandaPH  take care everyone!,1383720606.0,JURISfernandez,Philippines (taga-Davao),en,,'398099980587503616',Singapore,,28800
Why why why YOLANDA !!!!!,1383720615.0,rhandy78,,en,,'398100017363173376',Hong Kong,,28800
Recent satellite image of Typhoon #Haiyan - now equivalent to a category 5 hurricane: http://t.co/9YuKMFUqmB,1383720616.0,metofficestorms,"Exeter, Devon, UK.",en,,'398100024238039040',London,,0
@JURISfernandez:@ANCALERTS: PAGASA: Some areas may experience signal # 4 http://t.co/rXHrmGfGCA  #YolandaPH  take care everyone!,1383720617.0,JustMeNeon11,,en,,'398100027630813184',Arizona,,-25200
"Super typhoon approximately coming this 12 midnight - 2 AM inside d PH area of responsibility. PLS Typhoon Yolanda, calm down yo piss! ",1383720617.0,JVanBRivera,Philippines,en,,'398100027161063424',Singapore,,28800
"@lancedeocampo: Typhoon Yolanda, have mercy tomorrow. Amen. ",1383720618.0,impaoloobero,Davao City.Philippines,en,,'398100029421809665',Pacific Time (US & Canada),,-28800
@alotlikeLUKE salamat salamat spread the word! And pray Yolanda goes away :),1383720620.0,iLuvChrisM,,en,,'398100039899181056',Beijing,,28800
"Guys, please pray for the Philippines as a super typhoon is scheduled to arrive here tomorrow evening. #PrayForVisayas #PleaseRt",1383720621.0,NewMoon_17,That Hot State TEXAS!,en,,'398100045158809600',,,
My faith for God is so strong that I have nothing to worry about  #YolandaPH,1383720622.0,guadaceeeee,,en,,'398100049890004992',Alaska,,-32400
#Pray #Yolanda Go awaay na plsss! Don't you dare enter the PAR ^^,1383720623.0,PsychoFanGull,"Naga City, Philiippines ",en,,'398100050380722177',Arizona,,-25200
Is the typhoon going to hit Manila hard?,1383720625.0,joshkyusee,"Cebu, Philippines",en,,'398100062095421440',Beijing,,28800
There will be a typhoon tomorrow =.=#weather #iamready,1383720628.0,so_fame820,batangas,en,,'398100074258890752',Beijing,,28800
please pray for safety of Filipinos from super typhoon yolanda... http://t.co/ikyGHbKRpG,1383720629.0,zimmyzum,,en,,'398100077312356353',Beijing,,28800
"@SsecretJieunn [] Yes. The quake strikes in Cebu and Bohol. Now, they are preparing, panic buying and evacuating for the said SUPER TYPHOON.",1383720630.0,OR_Bang,Babys and Himchan's Heart.,en,,'398100082559442944',,,
Palace: Gov't agencies on heightened alert for super typhoon Yolanda http://t.co/i24qxoLWUd,1383720630.0,gmanews,Philippines,en,,'398100081343094784',Singapore,,28800
still confused whether I should enroll tmr or not cos of yolanda,1383720631.0,hyunamja,"Cebu, Philippines",en,,'398100087525482496',Beijing,,28800
"6:30am flight bound for Manila, and the super typhoon #YolandaPH will hit Manila in the next 12 hours",1383720631.0,imfrancispedro,Gensan/ Koronadal,en,,'398100086409801728',Hong Kong,,28800
"and to everyone who will be affected with this super typhoon Yolanda, stay safe also.",1383720632.0,myscene0116,Neverland,en,,'398100088427270144',Pacific Time (US & Canada),,-28800
yolanda ur pretty early to the party??????,1383720640.0,Sambolilay,alderaan,en,,'398100123869130753',Singapore,,28800
Typhoon Harbor Polarized Sunglasses http://t.co/3WUUusjVYF,1383720641.0,ssnb,,en,,'398100129472733184',Pacific Time (US & Canada),,-28800
Bohol :( RT @JojoMalig Project Noah: List of towns to be affected by 60-100 mm 3-hour accumulated rainfall http://t.co/ZUGoFjpf2X #YolandaPH,1383720643.0,hellyeahvin,Where in the world am I?,en,,'398100135348957184',Singapore,,28800
Keep Safe #YolandaPH,1383720643.0,lesteratayan,"   Laguna, Philippines",en,,'398100137630658561',Beijing,,28800
"Your agency should have been preparing for #YolandaPH, but instead you're partying now.",1383720643.0,JosephCataan,"Manila, Philippines",en,,'398100138037489664',Alaska,,-32400
@MaeGranada: Heard there'll be a super typhoon. Say NO to suspension. Time is Gold. #4thYear2ndSem HUWAW HUWARAN!!!,1383720646.0,dearshammy,Bulacan,en,,'398100149970296832',Alaska,,-32400
@TVPatrol The most effective preparation for the incoming typoon is PRAYER. May our Lord God protect us. #YolandaPH #TVPatrol,1383720647.0,MjTejero15,"Cogon , compostela , cebu",en,,'398100153740959744',Arizona,,-25200
#SuperTyphoon #YOLANDA,1383720648.0,LrnieCjngc,"Catbalogan City , Philippines",en,,'398100157826203648',Pacific Time (US & Canada),,-28800
typhoon Yolanda,1383720649.0,Singhdalwin,MANILA,en,,'398100163157164032',Hong Kong,,28800
Guess im sleeping alone guess I know who's dying tomorrow pls typhoon don't make a sound pls,1383720650.0,coznestrella,,en,,'398100166365818880',Kuala Lumpur,,28800
Released #TEPCO Documents on #Fukushima Fukushima Daiichi NPS Typhoon Measures #WLForum http://t.co/K01pY8LtC9 #japan,1383720655.0,T23Tm23,The Interwebs // Germany,en,,'398100188683718656',Hawaii,,-36000
Yolanda please go away! We don't need you here wala kang maidudulot na maganda samin!,1383720655.0,grey_macarmela,Quezon City,en,,'398100186481709057',Pacific Time (US & Canada),,-28800
We hope and pray Yolanda be kind. http://t.co/w2dbOg9F82,1383720656.0,cvsayson,Philippines,en,,'398100191724969984',,,
We're ready. Bring it on girl! #yolanda,1383720656.0,Electrixiety_,"Quezon City, Philippines",en,,'398100192152416256',Beijing,,28800
@ANCALERTS: PAGASA: 'Yolanda' could be strongest typhoon to hit PH this year yolanda .... hahha,1383720659.0,tofferroo,,en,,'398100205041496064',Beijing,,28800
im worried for the areas that will be greatly affected by signal no.4 typhoon :(,1383720660.0,scavenjeang,MNL,en,,'398100208568893441',Alaska,,-32400
Races Fresto Restie Nacar singabot b4 yolanda's arrival. http://t.co/v1f7veo6Oj,1383720667.0,nhanhome,calbayog samar,en,,'398100235945140224',,,
Here comes whats gonna stop from biking to work. Typhoon. Cant risk my hardware getting wet.,1383720668.0,janneilgador,Davao City,en,,'398100239510298624',Pacific Time (US & Canada),,-28800
The coming typhoon is strong but our God is the strongest! #YolandaPH,1383720672.0,ohloveheals,walking with GOD,en,,'398100259462594560',Arizona,,-25200
I heard Homegirl Yolanda's coming to town. http://t.co/UjSxgOL1Xy,1383720673.0,_SamCabral,,en,,'398100261832359936',Beijing,,28800
Will Metro Manila be affected by Typhoon Yolando??,1383720674.0,Xiatistic,THE PHILIPPINES,en,,'398100266672611328',Hong Kong,,28800
I believe I can fly - Yolanda Adam,1383720675.0,KharismaRFauzy,Sebelas Maret University,en,,'398100270829551616',Pacific Time (US & Canada),,-28800
Yolanda is coming.. Look busy. #YolandaPH,1383720677.0,djkurtyow,4025 PH,en,,'398100278513119232',Pacific Time (US & Canada),,-28800
@AndreAllan panic buying for the looming supertyphoon?,1383720681.0,forg9587,Philippines,en,,'398100293964922880',Singapore,,28800
Prayers are stronger than the storm. Let's just pray. #YolandaPH #PrayForPhilippines,1383720681.0,theJoedLuzon,Republic of the Philippines,en,,'398100296301551616',Greenland,,-10800
"On the other hand, I am praying for those who will be affected by the super typhoon. Stay alert and safe, everyone.",1383720682.0,Selleheyy,"Tarlac, Philippines",en,,'398100300424175616',Taipei,,28800
Please don't come #yolanda,1383720682.0,rachelannchua,"Bacolod City, Philippines",en,10.70774536,'398100299748876288',Athens,122.97550659,7200
@einacorrine @VincentPauIcao #yolanda #super #typhoon #philippines #noclass #happy #kid,1383720684.0,jinahruth,"T: 9.314461,123.3074709",en,,'398100307202150400',Singapore,,28800
@KyleRichards18 never thought i would agree with you but I believe yolanda is shady and definitely lying.  Not as straight as she claims,1383720686.0,FoskeyFoskey,,en,,'398100317784801280',,,
Talk to God with or without Problem/Instances #YolandaPH,1383720690.0,teenoydeguia,,en,,'398100332862918656',Beijing,,28800
Yolanda stahp we need to do stuffA LOT OF STUFF go away no one needs you,1383720691.0,huhlex,"Manila, PH",en,,'398100338768482306',Alaska,,-32400
And it's starting to rain. Intro na ba to? :&lt; #YolandaPH,1383720693.0,thisgirlvaneee,,en,,'398100346582466560',Hong Kong,,28800
Typhoon is coming daw.. so b ready,1383720695.0,wengs1018,,en,,'398100356153872385',,,
A super typhoon this weekend. Ohh noees.,1383720697.0,katiefyle,Manila x Palawan x Heaven,en,,'398100363774947328',Alaska,,-32400
@tineybubbles Super typhoon's coming fast and earlier than expected! Let's pray Tine!,1383720702.0,Vira65,"Cebu, Philippines",en,10.29907526,'398100382942904321',Alaska,123.89803344,-32400
48 Hours till #YolandaPH http://t.co/jStScFqgm2,1383720705.0,AlfredVRojo,,en,,'398100394259144704',Almaty,,21600
"I pray for dad's safe flight tomorrow. Dad, don't leave na lang please. (even though I know it's useless to tell him that)  #supertyphoon",1383720707.0,psychoPATkiller,"Sta. Rosa, Laguna",en,,'398100403734073344',Novosibirsk,,25200
Lets pray for the safety of everyone here at Philippines we are WATERPROOF! #YolandaPH,1383720708.0,KiamPao,QUEEN CiTY ,en,,'398100408616251393',Greenland,,-10800
Me and yolanda have a car :D,1383720709.0,Lish_Ting,Margate,en,,'398100414547365888',Amsterdam,,3600
Yolanda's a funny name lol,1383720709.0,ErickElReyReal,"Queen City of the South, Cebu",en,,'398100412248518657',Beijing,,28800
"#Haiyan is 5th supertypoon, will be 2nd to make landfall on Philippines. @HurricaneJosh @typhoonfury http://t.co/SwlzndtIJD",1383720711.0,BMcNoldy,"Miami, FL",en,,'398100421320781826',Eastern Time (US & Canada),,-18000
"""@ANCALERTS: PAGASA: Some areas may experience signal # 4 http://t.co/VDz8pULs7B #YolandaPH"" -Lord help us get through this storm.",1383720714.0,gaisemabeza,Philippines,en,,'398100434344091648',Hong Kong,,28800
"No classes in all levels here in #imuscity on November 8, friday, due to #typhoon #yolanda...",1383720714.0,anythingelsbyaj,Cavite,en,,'398100433664618496',,,
i'm actually scared of the typhoon/super typhoon. the news are making me freak out like crazy.,1383720715.0,CheekyCurlsss,"London, UK",en,,'398100437322043392',Beijing,,28800
@dost_pagasa any news regarding the weather in busuanga? #YolandaPH,1383720716.0,clnsnts,Quezon City,en,,'398100443236007936',Singapore,,28800
"Typhoon Yolanda, have mercy tomorrow. Amen. #goodnight",1383720717.0,iammajinboo,Philippines,en,,'398100448030117890',Alaska,,-32400
Im scared :( #YolandaPH,1383720719.0,Baatgurrl,"Paris, France",en,,'398100453822431233',Alaska,,-32400
@faysachiko yes. Classes were suspended because it is said that a super typhoon might hit here in the philippines. :(,1383720721.0,LJoeeeeeeeeee,"Seoul, Korea",en,,'398100461527392256',Eastern Time (US & Canada),,-18000
Yolanda. Napoles. No ho-hum.,1383720725.0,phoebedelacruz,,en,,'398100479969730560',Hong Kong,,28800
[BNN PH News] Palace Govt agencies on heightened alert for super typhoon Haiyan http://t.co/KEi7v725gV,1383720727.0,AllNews_PH,Manila,en,,'398100486978433024',Beijing,,28800
@PLLFibo We don't have classes tomorrow until friday because there's upcoming typhoon here in the Phil. :(,1383720727.0,KwinitaDuhlin15,tacloban city,en,,'398100489985728512',International Date Line West,,-39600
Back at home (Bulacan). Excited for tomorrow. No super typhoon can stop the Millano Mystery Tour!,1383720730.0,jnm4000,Philippines,en,,'398100502921355264',,,
Yolanda sounds funny if you think about it lol,1383720730.0,ErickElReyReal,"Queen City of the South, Cebu",en,,'398100503130681344',Beijing,,28800
Will Metro Manila be affected by Typhoon Yolanda??,1383720733.0,Xiatistic,THE PHILIPPINES,en,,'398100513373175808',Hong Kong,,28800
Well he shouldn't come this week cus we are expecting a typhoon :-(,1383720734.0,Muuchinto,Lagos / Philippines,en,,'398100516065914881',Kuala Lumpur,,28800
